"","Raf","Mek","Plcg","PIP2","PIP3","Erk","Akt","PKA","PKC","P38","Jnk","INT"
"678","1","1","1","1","3","3","2","2","2","1","2","0"
"679","2","2","1","1","3","2","1","2","2","1","2","0"
"680","1","1","1","1","2","2","1","2","2","1","1","0"
"681","2","2","1","1","2","1","1","2","1","1","1","0"
"682","1","1","1","1","3","2","1","2","2","2","2","0"
"683","1","1","1","1","3","3","2","2","1","1","2","0"
"684","1","1","1","1","3","2","2","2","2","1","1","0"
"685","1","2","1","1","3","2","1","2","1","1","2","0"
"686","1","1","1","1","3","2","1","2","1","1","2","0"
"687","1","2","1","1","2","2","1","2","2","1","1","0"
"688","2","2","1","1","3","2","1","2","2","1","1","0"
"689","2","1","1","1","3","2","1","2","2","1","1","0"
"690","2","2","1","1","3","2","1","2","1","1","2","0"
"691","2","2","1","1","3","2","1","2","2","1","1","0"
"692","2","2","1","1","3","2","1","2","2","1","1","0"
"693","1","1","1","1","2","2","1","2","2","1","1","0"
"694","1","1","1","1","3","2","1","2","2","1","1","0"
"695","1","1","1","1","3","2","2","2","1","1","2","0"
"696","2","1","1","1","3","2","1","2","1","1","2","0"
"697","3","2","1","1","2","2","2","2","2","1","1","0"
"698","2","2","1","1","3","2","1","2","1","1","1","0"
"699","2","2","1","1","3","2","1","2","2","1","2","0"
"700","2","2","1","1","3","3","2","2","2","2","1","0"
"701","2","1","2","1","3","2","1","2","2","1","1","0"
"702","2","2","1","1","3","2","1","1","2","1","1","0"
"703","1","1","1","1","3","2","1","2","1","1","2","0"
"704","2","2","1","1","3","2","1","2","2","1","1","0"
"705","2","2","1","1","3","2","1","2","2","1","1","0"
"706","1","1","1","1","3","1","1","2","1","1","2","0"
"707","2","2","1","1","3","2","1","2","2","1","2","0"
"708","2","1","1","1","2","2","2","2","2","1","2","0"
"709","2","2","1","1","3","2","1","2","2","1","1","0"
"710","2","2","1","1","2","2","1","2","1","1","2","0"
"711","2","2","1","1","3","2","1","2","1","1","2","0"
"712","2","2","1","1","1","2","1","2","1","1","2","0"
"713","1","2","1","1","2","2","1","2","1","1","2","0"
"714","1","1","1","1","2","2","2","2","1","1","2","0"
"715","1","2","1","1","3","2","1","2","2","1","2","0"
"716","1","2","1","1","1","3","2","2","2","2","1","0"
"717","2","2","1","1","2","2","1","2","1","1","2","0"
"718","1","2","1","1","2","1","1","2","1","1","2","0"
"719","2","2","1","1","1","2","1","2","2","1","1","0"
"720","1","1","1","1","3","2","1","2","2","1","2","0"
"721","1","1","1","1","2","2","1","2","2","1","2","0"
"722","2","2","1","1","3","2","1","2","1","1","2","0"
"723","2","2","1","1","3","2","1","2","2","1","1","0"
"724","1","1","1","1","3","2","1","2","2","1","2","0"
"725","2","1","1","1","2","2","1","2","2","1","1","0"
"726","1","1","1","1","3","2","1","2","2","2","2","0"
"727","2","2","1","1","3","2","1","2","1","1","2","0"
"728","2","2","1","1","3","2","1","2","1","1","2","0"
"729","2","2","1","1","2","2","1","2","2","2","2","0"
"730","1","1","1","2","3","2","1","2","2","1","1","0"
"731","3","2","1","1","2","2","2","2","2","1","2","0"
"732","1","1","1","1","2","3","2","2","2","1","1","0"
"733","2","2","1","1","3","2","1","2","2","1","1","0"
"734","2","1","1","1","2","2","1","2","2","1","1","0"
"735","2","2","1","1","3","3","2","2","2","2","2","0"
"736","2","2","1","2","2","3","2","2","2","1","1","0"
"737","1","1","1","1","2","2","2","2","2","1","1","0"
"738","2","2","1","1","1","2","1","2","2","2","2","0"
"739","2","1","1","1","3","2","1","2","2","1","1","0"
"740","2","2","1","1","3","2","2","2","2","2","1","0"
"741","2","1","1","1","2","3","2","2","2","1","1","0"
"742","2","2","1","1","2","2","1","2","1","1","2","0"
"743","2","2","1","1","3","2","1","2","2","1","2","0"
"744","1","2","1","1","3","1","1","2","1","1","2","0"
"745","1","1","1","1","2","2","1","2","2","1","1","0"
"746","2","2","1","1","2","2","2","2","1","1","2","0"
"747","1","1","1","1","2","2","1","2","1","1","2","0"
"748","1","1","1","1","2","2","1","2","1","1","2","0"
"749","1","1","1","1","3","1","1","2","2","1","1","0"
"750","2","2","1","1","3","2","1","2","1","1","2","0"
"751","2","1","1","1","2","2","1","2","2","1","1","0"
"752","2","2","1","1","2","3","2","2","2","1","1","0"
"753","2","1","1","1","2","2","1","2","2","1","2","0"
"754","2","1","1","1","3","2","1","2","1","1","2","0"
"755","1","1","1","1","3","2","1","2","2","1","2","0"
"756","1","1","1","1","3","3","2","2","2","2","2","0"
"757","1","1","1","1","3","2","1","2","1","1","2","0"
"758","2","2","1","1","2","1","1","2","1","1","2","0"
"759","1","1","1","1","2","2","1","2","1","1","2","0"
"760","1","1","1","1","3","2","1","2","2","1","1","0"
"761","1","2","1","1","1","2","2","2","1","1","2","0"
"762","2","1","1","1","3","1","1","2","2","1","1","0"
"763","2","2","1","1","1","2","1","2","2","1","1","0"
"764","2","1","1","1","3","2","1","2","2","1","2","0"
"765","2","1","1","1","3","2","1","2","2","1","1","0"
"766","1","1","2","1","2","2","1","2","1","1","2","0"
"767","2","2","1","1","1","2","1","2","1","1","2","0"
"768","2","2","1","1","3","1","1","1","1","1","2","0"
"769","2","2","1","1","2","2","1","2","2","1","1","0"
"770","2","2","1","1","2","2","1","2","2","1","2","0"
"771","2","2","1","1","1","2","2","2","2","1","1","0"
"772","2","2","1","1","2","3","2","2","1","1","2","0"
"773","2","2","1","1","3","2","1","2","2","1","1","0"
"774","1","1","2","1","3","2","1","2","2","1","2","0"
"775","2","2","1","1","2","2","1","2","1","1","2","0"
"776","2","2","1","1","3","3","2","2","1","1","2","0"
"777","2","1","2","1","3","2","1","2","1","1","2","0"
"778","1","1","1","1","2","2","1","2","2","1","2","0"
"779","2","1","1","1","3","2","1","2","2","1","2","0"
"780","1","1","1","1","2","2","1","2","2","1","2","0"
"781","1","1","1","1","3","2","1","2","2","1","1","0"
"782","1","1","1","1","3","2","1","2","1","1","2","0"
"783","1","1","1","1","1","2","1","2","2","1","1","0"
"784","1","1","1","1","3","2","2","2","2","1","1","0"
"785","2","2","1","1","3","2","1","2","2","1","1","0"
"786","1","1","1","1","2","2","1","2","2","1","1","0"
"787","2","2","1","1","3","2","2","2","2","1","1","0"
"788","2","2","2","1","3","2","1","2","2","1","1","0"
"789","2","2","1","1","2","3","2","2","2","1","1","0"
"790","1","1","1","1","2","2","1","2","1","1","1","0"
"791","2","2","1","1","3","2","1","1","2","2","2","0"
"792","2","2","1","1","1","2","1","2","2","1","1","0"
"793","1","1","1","1","2","2","2","1","2","1","1","0"
"794","2","2","1","1","3","3","2","2","2","1","1","0"
"795","2","2","1","1","3","2","1","2","1","1","2","0"
"796","1","1","1","1","3","2","1","2","2","1","1","0"
"797","2","1","1","1","2","1","1","2","1","1","2","0"
"798","2","1","1","1","2","2","1","2","2","1","1","0"
"799","1","1","2","1","3","2","1","2","2","1","1","0"
"800","1","1","1","1","3","2","1","2","1","1","2","0"
"801","1","1","1","1","3","2","1","2","2","1","2","0"
"802","2","1","1","1","2","2","1","2","1","2","1","0"
"803","2","2","1","1","3","2","1","1","2","1","1","0"
"804","1","2","1","1","2","2","2","1","2","1","1","0"
"805","2","2","1","1","2","2","1","2","2","1","2","0"
"806","2","1","1","1","1","2","1","2","1","1","1","0"
"807","1","1","1","1","2","3","2","2","2","1","1","0"
"808","2","2","1","1","2","2","1","2","2","2","1","0"
"809","1","1","1","1","3","2","1","2","2","1","2","0"
"810","2","2","1","1","2","2","2","2","2","1","1","0"
"811","2","1","1","1","1","2","1","2","2","1","1","0"
"812","2","1","1","1","2","2","1","2","2","1","1","0"
"813","1","1","1","1","3","3","2","2","2","1","2","0"
"814","2","1","1","1","2","3","2","2","2","1","2","0"
"815","2","2","1","1","3","2","1","2","1","1","2","0"
"816","2","1","1","1","2","3","2","2","2","2","1","0"
"817","2","2","2","1","3","2","1","2","2","1","2","0"
"818","2","2","1","1","2","2","1","2","2","1","1","0"
"819","1","1","1","1","2","1","1","2","2","1","2","0"
"820","3","2","1","1","3","2","2","2","2","1","1","0"
"821","1","1","1","1","2","2","1","2","1","1","2","0"
"822","2","2","1","1","3","2","1","2","2","1","1","0"
"823","1","1","1","1","3","2","1","2","1","1","2","0"
"824","1","2","1","1","1","3","2","2","2","1","1","0"
"825","1","1","1","2","3","2","1","2","2","1","2","0"
"826","2","2","1","1","2","2","1","2","2","1","1","0"
"827","2","1","1","1","3","2","1","2","2","1","1","0"
"828","2","1","1","1","2","2","1","2","2","2","2","0"
"829","1","1","1","1","3","2","2","2","2","2","1","0"
"830","1","2","1","1","2","2","1","2","2","1","2","0"
"831","3","2","1","1","3","2","2","1","2","1","2","0"
"832","1","1","2","1","1","1","1","2","1","2","2","0"
"833","1","2","1","1","2","2","1","2","1","1","2","0"
"834","3","2","1","1","2","3","2","2","2","1","1","0"
"835","2","2","1","1","3","2","1","2","2","1","2","0"
"836","1","1","2","1","2","2","1","2","2","2","1","0"
"837","1","2","1","1","3","2","1","2","2","1","2","0"
"838","2","1","1","1","1","3","3","2","2","1","2","0"
"839","2","2","1","2","3","2","2","2","2","2","1","0"
"840","2","2","1","1","2","3","2","2","2","1","1","0"
"841","1","1","1","1","3","2","1","2","2","1","1","0"
"842","1","2","2","1","3","2","1","2","1","1","2","0"
"843","1","1","1","1","2","2","1","2","2","1","1","0"
"844","1","2","1","1","3","3","2","2","2","1","2","0"
"845","2","2","1","1","1","2","1","2","2","2","2","0"
"846","1","1","1","1","2","2","2","2","1","1","2","0"
"847","1","1","1","1","3","2","2","2","1","2","1","0"
"848","2","2","1","1","2","2","1","2","2","2","2","0"
"849","1","2","1","1","3","3","2","2","1","1","2","0"
"850","2","1","1","1","3","2","1","2","1","1","2","0"
"851","1","2","1","1","3","1","1","1","2","1","1","0"
"852","1","1","1","1","1","3","3","2","2","1","1","0"
"853","1","1","1","1","1","2","1","2","2","2","1","0"
"854","1","1","1","1","2","2","1","2","2","1","2","0"
"855","2","2","1","1","2","2","1","2","2","1","2","0"
"856","1","2","1","1","3","3","2","2","1","2","1","0"
"857","2","2","1","1","3","2","1","2","1","1","2","0"
"858","1","1","1","1","3","2","1","2","2","1","1","0"
"859","1","2","1","1","2","3","2","2","2","1","1","0"
"860","2","1","1","2","3","2","1","2","2","1","1","0"
"861","1","1","1","1","3","3","2","2","1","1","2","0"
"862","1","1","1","1","2","2","1","2","2","1","1","0"
"863","1","1","1","1","3","2","1","2","2","1","1","0"
"864","1","2","1","1","3","3","3","2","2","1","1","0"
"865","2","2","1","1","3","2","1","2","2","1","2","0"
"866","1","1","1","1","2","1","1","2","2","2","2","0"
"867","1","1","1","1","1","3","2","2","2","1","1","0"
"868","2","1","1","1","2","2","1","2","2","1","1","0"
"869","1","1","1","1","2","2","1","2","1","1","2","0"
"870","2","2","1","1","3","1","1","1","1","1","2","0"
"871","2","1","1","1","2","2","1","2","1","1","1","0"
"872","1","1","1","1","3","2","1","2","1","1","2","0"
"873","2","1","1","1","2","2","1","2","2","1","1","0"
"874","2","1","1","1","2","2","1","2","2","1","1","0"
"875","2","2","1","1","3","2","1","2","2","1","2","0"
"876","1","1","1","1","3","1","1","2","2","1","2","0"
"877","1","1","1","1","3","2","2","2","2","1","2","0"
"878","2","2","1","1","3","2","1","2","2","1","1","0"
"879","2","2","1","1","2","1","1","2","2","2","2","0"
"880","1","1","1","1","3","2","1","2","2","1","1","0"
"881","2","2","1","1","2","3","2","2","2","1","1","0"
"882","1","1","1","1","2","2","1","2","1","1","1","0"
"883","2","1","1","1","3","2","1","2","1","1","2","0"
"884","2","2","1","1","3","3","2","2","2","1","1","0"
"885","1","1","2","1","3","2","1","2","1","1","2","0"
"886","2","2","1","1","3","1","1","2","2","1","1","0"
"887","1","1","1","1","2","2","1","2","2","1","2","0"
"888","3","2","1","1","2","2","1","2","1","1","2","0"
"889","1","1","1","1","3","1","1","2","1","1","2","0"
"890","2","1","1","1","3","1","1","1","1","1","1","0"
"891","2","2","1","1","2","2","1","2","2","2","2","0"
"892","1","2","1","1","2","2","1","2","2","2","2","0"
"893","2","2","1","1","3","2","1","2","2","1","1","0"
"894","1","1","1","1","2","2","1","2","2","1","2","0"
"895","1","1","1","1","2","2","1","2","2","1","1","0"
"896","1","1","2","1","3","2","2","2","2","2","1","0"
"897","1","1","1","1","3","1","1","2","2","1","2","0"
"898","2","2","1","1","3","3","2","2","2","1","2","0"
"899","1","1","1","1","1","3","2","2","2","1","2","0"
"900","2","2","1","1","2","2","1","2","2","1","2","0"
"901","1","1","1","1","3","2","1","2","2","1","1","0"
"902","3","2","1","1","3","2","1","2","2","1","1","0"
"903","2","2","1","1","3","2","1","2","2","1","1","0"
"904","2","2","1","1","2","2","1","2","1","1","2","0"
"905","2","2","1","1","1","2","1","2","1","1","2","0"
"906","1","1","2","1","3","2","2","2","2","2","1","0"
"907","2","2","1","1","2","3","2","2","2","1","1","0"
"908","1","1","1","1","3","3","2","2","1","1","2","0"
"909","1","1","1","1","3","1","1","2","1","1","2","0"
"910","1","1","1","2","3","2","1","2","2","1","1","0"
"911","2","1","1","1","2","2","2","2","2","2","1","0"
"912","2","1","1","1","3","2","1","2","1","1","1","0"
"913","1","1","1","1","3","2","1","2","2","1","1","0"
"914","2","2","1","1","2","2","1","2","1","2","1","0"
"915","1","1","1","1","3","2","1","2","2","1","1","0"
"916","1","1","1","1","3","1","1","2","2","1","1","0"
"917","2","2","1","2","2","2","1","2","2","1","2","0"
"918","1","2","1","1","3","1","1","2","1","1","2","0"
"919","1","1","1","1","3","2","1","1","1","1","2","0"
"920","2","2","2","1","3","2","1","2","1","1","2","0"
"921","1","2","1","1","3","3","2","2","2","1","1","0"
"922","1","2","1","1","2","2","1","2","1","1","2","0"
"923","1","1","1","1","2","2","1","2","2","1","1","0"
"924","2","2","1","1","2","2","1","2","2","1","2","0"
"925","1","2","1","1","2","2","1","2","2","1","1","0"
"926","2","1","2","1","3","2","1","2","2","1","1","0"
"927","1","1","1","1","2","1","1","1","2","1","1","0"
"928","1","1","1","1","2","1","1","2","2","1","2","0"
"929","1","2","1","1","3","2","2","2","2","1","2","0"
"930","2","2","1","1","2","3","2","2","2","1","1","0"
"931","1","2","1","2","3","2","2","2","2","1","1","0"
"932","1","2","1","1","3","2","1","2","2","1","1","0"
"933","1","2","2","1","2","2","2","2","1","1","2","0"
"934","2","2","1","1","2","2","1","2","1","1","1","0"
"935","1","1","1","1","2","2","1","2","1","1","2","0"
"936","1","2","1","1","2","2","1","2","1","2","1","0"
"937","2","2","1","1","2","1","1","1","2","1","1","0"
"938","1","1","1","1","3","2","2","2","2","1","1","0"
"939","1","1","1","1","3","2","1","2","2","1","1","0"
"940","2","2","1","1","2","2","1","2","1","1","2","0"
"941","1","1","1","1","3","2","1","2","2","1","2","0"
"942","1","1","1","1","1","3","2","2","2","1","1","0"
"943","1","1","1","1","3","2","1","2","2","1","1","0"
"944","2","2","1","1","2","2","1","2","2","1","1","0"
"945","2","2","1","1","3","2","1","2","2","1","1","0"
"946","1","2","1","1","3","2","2","2","2","1","1","0"
"947","1","2","1","1","3","2","1","2","2","1","1","0"
"948","1","1","1","1","2","2","1","2","2","1","1","0"
"949","1","2","2","1","2","2","1","2","2","1","1","0"
"950","1","1","1","1","3","2","2","2","2","2","2","0"
"951","2","2","1","1","3","2","2","2","1","1","2","0"
"952","1","2","1","1","1","2","1","2","1","1","2","0"
"953","1","1","1","1","1","2","1","2","2","2","2","0"
"954","1","1","1","1","2","2","1","2","1","1","2","0"
"955","2","2","1","1","3","2","1","2","1","1","2","0"
"956","1","1","1","1","2","2","1","2","1","1","2","0"
"957","1","1","2","1","3","2","1","2","2","1","1","0"
"958","2","2","1","2","3","1","1","1","2","1","1","0"
"959","2","2","1","1","3","2","1","2","2","1","1","0"
"960","1","2","2","1","3","2","1","2","2","1","1","0"
"961","2","2","1","1","3","2","1","2","1","1","2","0"
"962","1","1","1","1","3","3","2","2","1","1","1","0"
"963","2","2","1","1","3","2","1","2","2","1","1","0"
"964","3","2","2","2","3","3","2","2","2","1","2","0"
"965","1","1","1","1","2","2","1","2","2","2","2","0"
"966","2","2","1","1","2","2","2","2","2","1","1","0"
"967","1","2","1","1","2","2","1","2","2","2","2","0"
"968","2","1","1","1","3","1","1","2","2","1","1","0"
"969","1","1","1","1","2","2","1","2","2","1","1","0"
"970","1","2","1","1","3","2","1","2","2","1","1","0"
"971","1","1","1","1","2","2","1","2","2","1","1","0"
"972","2","2","1","1","2","2","1","2","2","1","1","0"
"973","2","2","1","1","2","2","1","2","2","1","1","0"
"974","2","2","1","2","3","2","1","2","2","1","2","0"
"975","1","1","1","1","3","2","1","2","1","1","2","0"
"976","2","1","1","1","3","3","2","2","2","1","1","0"
"977","1","1","1","2","3","2","1","2","2","1","1","0"
"978","1","1","1","1","3","2","1","2","2","1","1","0"
"979","1","2","2","1","3","3","2","2","2","2","1","0"
"980","2","2","1","1","2","2","1","2","1","1","2","0"
"981","2","1","1","1","2","3","2","2","1","1","2","0"
"982","1","1","1","1","3","2","1","2","2","1","2","0"
"983","2","2","1","1","2","2","1","2","2","1","1","0"
"984","1","1","1","1","3","1","1","2","2","1","1","0"
"985","2","1","1","2","3","2","1","2","2","1","1","0"
"986","2","2","1","1","2","2","1","2","2","1","1","0"
"987","1","1","2","1","2","2","2","2","2","2","2","0"
"988","2","1","1","1","2","2","1","2","1","1","2","0"
"989","1","1","1","1","1","2","1","2","1","1","2","0"
"990","2","2","1","1","2","2","1","2","2","1","1","0"
"991","2","1","1","1","2","2","1","2","2","1","1","0"
"992","2","2","1","1","3","1","1","2","2","1","2","0"
"993","1","1","1","1","3","2","1","2","2","1","2","0"
"994","3","2","1","1","3","2","2","2","1","1","2","0"
"995","2","1","1","1","3","3","2","2","2","1","1","0"
"996","1","1","2","1","3","2","1","2","2","2","1","0"
"997","2","2","1","1","3","2","1","2","1","1","2","0"
"998","2","2","2","1","3","1","2","2","1","1","2","0"
"999","1","1","1","1","1","2","1","2","2","1","2","0"
"1000","1","1","1","1","3","2","1","2","2","1","2","0"
"1001","1","1","1","1","2","2","1","2","2","1","2","0"
"1002","2","2","1","1","3","2","1","2","2","1","1","0"
"1003","1","1","1","1","3","2","1","2","2","1","1","0"
"1004","1","2","1","1","1","1","1","1","2","2","1","0"
"1005","1","1","1","1","3","2","1","2","1","1","2","0"
"1006","2","2","1","1","2","2","1","2","2","1","1","0"
"1007","2","2","1","1","3","3","3","2","2","1","1","0"
"1008","1","2","1","1","3","3","2","2","2","1","1","0"
"1009","2","1","1","1","3","1","1","2","2","1","2","0"
"1010","1","1","1","1","1","2","1","2","2","1","2","0"
"1011","1","1","1","1","3","3","2","2","2","2","2","0"
"1012","1","1","1","1","1","3","2","2","2","1","2","0"
"1013","1","1","1","2","2","2","1","2","1","1","2","0"
"1014","2","2","1","1","3","1","1","2","2","1","1","0"
"1015","1","2","1","1","3","2","2","2","2","1","1","0"
"1016","1","1","1","1","3","2","1","2","2","1","1","0"
"1017","1","1","1","1","3","2","1","1","2","1","1","0"
"1018","2","2","2","1","3","2","1","2","1","2","1","0"
"1019","1","1","2","1","3","2","1","2","1","1","1","0"
"1020","2","2","1","1","2","2","1","2","2","1","1","0"
"1021","1","1","1","1","3","2","1","2","2","1","1","0"
"1022","2","1","1","1","2","2","1","2","2","1","1","0"
"1023","1","1","1","1","2","1","1","2","1","2","1","0"
"1024","2","1","2","1","1","2","1","2","2","1","1","0"
"1025","1","1","1","1","2","2","2","2","2","1","1","0"
"1026","2","2","1","1","1","2","1","2","2","2","2","0"
"1027","2","2","1","1","2","2","1","2","2","1","1","0"
"1028","2","1","1","1","2","1","1","2","2","1","1","0"
"1029","1","1","1","1","3","2","1","2","2","1","1","0"
"1030","3","2","1","1","3","2","1","2","1","1","2","0"
"1031","2","1","1","1","2","1","1","1","1","1","1","0"
"1032","1","1","1","1","1","1","1","1","2","1","1","0"
"1033","2","2","1","1","2","2","1","2","1","1","2","0"
"1034","2","2","1","1","2","2","1","2","2","1","1","0"
"1035","1","2","1","1","3","2","1","2","2","1","1","0"
"1036","2","2","1","1","3","2","1","2","2","2","1","0"
"1037","2","2","1","1","2","2","1","2","2","1","1","0"
"1038","1","2","1","1","2","2","2","2","2","1","2","0"
"1039","2","1","2","1","3","2","1","2","2","2","1","0"
"1040","1","1","1","1","3","2","2","1","2","1","2","0"
"1041","2","2","1","1","3","2","1","2","2","1","2","0"
"1042","1","1","1","1","2","2","1","2","2","2","1","0"
"1043","1","2","1","1","2","2","1","2","1","1","2","0"
"1044","1","1","1","1","2","1","1","2","2","1","1","0"
"1045","1","1","1","1","2","2","1","2","2","1","1","0"
"1046","1","2","1","1","2","2","1","2","2","1","1","0"
"1047","1","1","1","1","3","2","1","2","1","1","2","0"
"1048","1","1","1","1","3","2","2","2","2","1","1","0"
"1049","1","1","1","1","3","2","1","2","2","2","2","0"
"1050","1","1","1","1","2","3","2","2","1","1","2","0"
"1051","1","1","1","1","2","2","2","2","2","1","2","0"
"1052","1","2","1","1","3","2","1","2","2","1","2","0"
"1053","1","1","1","1","3","2","1","2","1","1","1","0"
"1054","1","2","1","1","3","2","1","2","2","1","1","0"
"1055","1","1","1","1","1","2","1","2","2","2","1","0"
"1056","1","1","1","1","3","2","1","2","2","2","2","0"
"1057","1","1","1","1","3","3","2","2","1","1","2","0"
"1058","2","2","1","1","1","2","1","2","2","1","1","0"
"1059","1","1","1","1","2","3","2","2","2","1","1","0"
"1060","1","1","1","1","3","2","1","2","2","1","1","0"
"1061","1","2","1","1","3","2","1","2","2","2","1","0"
"1062","2","2","1","1","3","2","1","2","2","1","1","0"
"1063","2","1","1","1","3","2","1","2","2","2","1","0"
"1064","1","2","1","1","2","1","1","2","1","2","1","0"
"1065","2","2","1","1","3","2","1","2","2","1","1","0"
"1066","2","2","1","2","3","3","2","2","1","1","2","0"
"1067","2","2","1","1","2","1","1","2","2","1","1","0"
"1068","1","2","1","1","2","2","2","1","2","1","2","0"
"1069","2","1","1","1","2","3","2","2","2","1","2","0"
"1070","1","2","1","1","3","2","1","2","2","1","2","0"
"1071","1","2","1","1","3","2","1","2","2","1","1","0"
"1072","1","1","1","1","1","2","1","1","2","2","2","0"
"1073","1","1","1","1","2","2","1","2","2","1","2","0"
"1074","1","1","1","1","2","2","1","2","1","2","1","0"
"1075","1","1","1","1","2","2","1","2","1","1","2","0"
"1076","1","2","1","1","2","2","1","2","2","1","1","0"
"1077","1","1","1","1","3","2","1","2","2","1","1","0"
"1078","1","1","1","1","3","2","1","2","1","1","2","0"
"1079","2","2","1","1","2","2","1","2","2","2","2","0"
"1080","1","1","1","1","2","2","1","2","1","1","2","0"
"1081","1","1","1","1","3","2","1","2","1","1","2","0"
"1082","1","1","1","1","2","1","1","2","1","1","1","0"
"1083","1","1","1","1","2","2","1","2","2","1","1","0"
"1084","2","2","1","1","3","2","2","2","1","1","2","0"
"1085","2","1","1","1","3","2","1","2","2","1","1","0"
"1086","2","2","1","1","2","2","1","2","1","1","2","0"
"1087","2","2","2","2","3","2","1","2","2","1","2","0"
"1088","1","1","1","1","2","2","1","2","2","1","1","0"
"1089","1","1","1","1","3","2","2","2","2","1","1","0"
"1090","2","2","1","1","2","2","1","2","2","1","1","0"
"1091","1","1","1","1","2","2","1","2","2","1","1","0"
"1092","2","2","1","1","2","2","1","2","2","1","1","0"
